CHROM,POS,TYPE,src
5,2993509,SNM,Genetics2019
5,3190176,SNM,Genetics2019
5,3276143,SNM,Genetics2019
5,3316342,SNM,Genetics2019
5,3688534,SNM,Genetics2019
5,3844454,SNM,Genetics2019
5,3915809,SNM,Genetics2019
5,3974068,SNM,Genetics2019
5,3974069,SNM,Genetics2019
5,4072558,SNM,Genetics2019
5,4159324,SNM,Genetics2019
5,4174856,SNM,Genetics2019
5,4425698,SNM,Genetics2019
5,4558505,SNM,Genetics2019
5,4888989,SNM,Genetics2019
5,4901121,SNM,Genetics2019
5,5156040,SNM,Genetics2019
5,5314547,SNM,Genetics2019
5,5400572,SNM,Genetics2019
5,5599057,SNM,Genetics2019
5,5728387,SNM,Genetics2019
5,5768553,SNM,Genetics2019
5,6128870,SNM,Genetics2019
5,6398392,SNM,Genetics2019
5,6459730,SNM,Genetics2019
5,6731358,SNM,Genetics2019
5,6765752,SNM,Genetics2019
5,6935316,SNM,Genetics2019
5,7251439,SNM,Genetics2019
5,7281872,SNM,Genetics2019
5,7299981,SNM,Genetics2019
5,7387172,SNM,Genetics2019
5,7835428,SNM,Genetics2019
5,7977727,SNM,Genetics2019
5,8154192,SNM,Genetics2019
5,8155000,SNM,Genetics2019
5,8156787,SNM,Genetics2019
5,8221423,SNM,Genetics2019
5,8227668,SNM,Genetics2019
5,8241570,SNM,Genetics2019
5,8568918,SNM,Genetics2019
5,8765321,SNM,Genetics2019
5,8850289,SNM,Genetics2019
5,8883510,SNM,Genetics2019
5,8986820,SNM,Genetics2019
5,9121588,SNM,Genetics2019
5,9181205,SNM,Genetics2019
5,9244381,SNM,Genetics2019
5,9268932,SNM,Genetics2019
5,9312905,SNM,Genetics2019
5,9454679,SNM,Genetics2019
5,9454680,SNM,Genetics2019
5,9675117,SNM,Genetics2019
5,9705157,SNM,Nature2022
5,9779403,SNM,Genetics2019
5,10068935,SNM,Genetics2019
5,10279926,SNM,Genetics2019
5,10384477,SNM,Genetics2019
5,10413784,SNM,Genetics2019
5,10476672,SNM,Genetics2019
5,10527932,SNM,Genetics2019
5,10540610,SNM,Genetics2019
5,10993852,SNM,Genetics2019
5,11029082,SNM,Genetics2019
5,11093507,SNM,Genetics2019
5,11131501,SNM,Genetics2019
5,11185595,SNM,Genetics2019
5,11185602,SNM,Genetics2019
5,11202852,SNM,Genetics2019
5,11239934,SNM,Genetics2019
5,11280317,SNM,Genetics2019
5,11684182,SNM,Genetics2019
5,11733812,SNM,Nature2022
5,11734079,SNM,Genetics2019
5,11796174,SNM,Genetics2019
5,11972076,SNM,Genetics2019
5,12054252,SNM,Genetics2019
5,12183077,SNM,Genetics2019
5,12261805,SNM,Genetics2019
5,12395842,SNM,Genetics2019
5,12561964,SNM,Genetics2019
5,12580413,SNM,Genetics2019
5,12603488,SNM,Genetics2019
5,12923103,SNM,Genetics2019
5,13056397,SNM,Genetics2019
5,13059915,SNM,Genetics2019
5,13154504,SNM,Genetics2019
5,13384173,SNM,Genetics2019
5,13452297,SNM,Genetics2019
5,13456657,SNM,Genetics2019
5,13456659,SNM,Genetics2019
5,13456667,SNM,Genetics2019
5,13456673,SNM,Genetics2019
5,13456794,SNM,Genetics2019
5,13597737,SNM,Genetics2019
5,14029956,SNM,Genetics2019
5,14060013,SNM,Genetics2019
5,14185387,SNM,Genetics2019
5,14212571,SNM,Genetics2019
5,14373350,SNM,Genetics2019
5,14930453,SNM,Genetics2019
5,14940362,SNM,Genetics2019
5,15017899,SNM,Genetics2019
5,15632662,SNM,Genetics2019
5,15699901,SNM,Genetics2019
5,15775446,SNM,Genetics2019
5,15916354,SNM,Genetics2019
5,15919297,SNM,Genetics2019
5,15930307,SNM,Genetics2019
5,15975888,SNM,Genetics2019
5,16215554,SNM,Genetics2019
5,16424164,SNM,Genetics2019
5,16531208,SNM,Genetics2019
5,16846819,SNM,Genetics2019
5,16871677,SNM,Genetics2019
5,16956179,SNM,Genetics2019
5,17009480,SNM,Genetics2019
5,17062964,SNM,Genetics2019
5,17206427,SNM,Genetics2019
5,17274104,SNM,Genetics2019
5,17392306,SNM,Genetics2019
5,17515739,SNM,Genetics2019
5,17761961,SNM,Genetics2019
5,17827136,SNM,Genetics2019
5,17962955,SNM,Genetics2019
5,17983212,SNM,Genetics2019
5,18192526,SNM,Genetics2019
5,18328422,SNM,Genetics2019
5,18469567,SNM,Genetics2019
5,18579759,SNM,Genetics2019
5,18585346,SNM,Genetics2019
5,18779674,SNM,Genetics2019
5,18868513,SNM,Genetics2019
5,19168628,SNM,Genetics2019
5,19465915,SNM,Genetics2019
5,19500099,SNM,Genetics2019
5,19503592,SNM,Genetics2019
5,19596751,SNM,Genetics2019
5,19646109,SNM,Genetics2019
5,20210462,SNM,Genetics2019
5,20251532,SNM,Genetics2019
5,20313916,SNM,Genetics2019
5,20686207,SNM,Genetics2019
5,20811072,SNM,Genetics2019
5,20869466,SNM,Genetics2019
5,20955572,SNM,Genetics2019
5,21081475,SNM,Genetics2019
5,21355909,SNM,Genetics2019
5,21406654,SNM,Genetics2019
5,21438068,SNM,Genetics2019
5,21625219,SNM,Genetics2019
5,21758908,SNM,Genetics2019
5,21837359,SNM,Genetics2019
5,21920663,SNM,Genetics2019
5,21924326,SNM,Genetics2019
5,21943499,SNM,Genetics2019
5,22169526,SNM,Genetics2019
5,22251130,SNM,Genetics2019
5,22279142,SNM,Genetics2019
5,22393932,SNM,Genetics2019
5,22580449,SNM,Genetics2019
5,22783534,SNM,Genetics2019
5,22878581,SNM,Genetics2019
5,22890837,SNM,Genetics2019
5,23024564,SNM,Genetics2019
5,23028184,SNM,Genetics2019
5,23361771,SNM,Genetics2019
5,23912147,SNM,Genetics2019
5,23962471,SNM,Genetics2019
5,24023618,SNM,Genetics2019
5,24056647,SNM,Genetics2019
5,24244031,SNM,Genetics2019
5,24297635,SNM,Genetics2019
5,24352335,SNM,Genetics2019
5,24495826,SNM,Genetics2019
5,24521088,SNM,Genetics2019
5,24613828,SNM,Genetics2019
5,24620454,SNM,Genetics2019
5,24650538,SNM,Genetics2019
5,24753189,SNM,Genetics2019
5,24843676,SNM,Genetics2019
5,24899831,SNM,Genetics2019
5,25031018,SNM,Genetics2019
5,25477181,SNM,Genetics2019
5,25519363,SNM,Genetics2019
5,25668541,SNM,Genetics2019
5,25840633,SNM,Genetics2019
5,25890741,SNM,Genetics2019
5,26002103,SNM,Genetics2019
5,26235516,SNM,Genetics2019
5,26479676,SNM,Genetics2019
5,26592822,SNM,Genetics2019
5,26670391,SNM,Genetics2019
5,26715606,SNM,Genetics2019
5,26870031,SNM,Genetics2019
5,26911998,SNM,Genetics2019
