gene,CDS length,essentiality,SNV,InDel,lethal,Local CDS length,Local Intron length,Monroe CDS Count,Monroe intron Count,Weng CDS Count,Weng intron Count,Counts of AT homomeric runs (size >= 3bp) in CDS,Total length of AT homomeric runs (size >= 3bp) in CDS,Counts of AT homomeric runs (size >= 3bp) in intron,Total length of AT homomeric runs (size >= 3bp) in intron
AT1G30270,1449,CND,0.001380262,0,Non-lethal,1449,1806,0,0,0,0,63,221,102,371
AT1G30330,2921,MRP,0,0.000356506,Non-lethal,2808,1190,0,0,0,0,71,235,92,321
AT1G30400,4869,CND,0.00205381,0,Non-lethal,4869,5084,0,0,0,0,179,597,303,1137
AT1G30450,2928,MRP,0.003756831,0,Non-lethal,2928,3358,0,0,0,1,102,345,201,730
AT1G30520,1683,ESN,0.001782531,0,Lethal,1683,825,0,0,0,0,54,181,59,216
AT1G30610,3611,ESN,0.002014099,0,Lethal,3021,821,0,0,0,0,111,371,43,158
AT1G30620,1382,CLB,0,0,Non-lethal,1260,1771,0,0,0,0,42,142,128,493
AT1G30825,957,MRP,0,0,Non-lethal,957,937,0,0,0,0,40,136,68,239
AT1G30950,1329,MRP,0,0,Non-lethal,1329,0,0,0,0,0,44,155,0,0
AT1G30970,1142,MRP,0,0,Non-lethal,1104,1877,0,0,0,0,27,90,115,416
AT1G31140,816,MRP,0.004651163,0,Non-lethal,648,995,0,0,0,0,20,76,81,325
AT1G31170,771,CND,0,0,Non-lethal,597,569,0,0,0,0,16,50,41,133
AT1G31180,1215,CLB,0,0,Non-lethal,1215,560,0,0,0,0,42,139,34,130
AT1G31470,1749,ESN,0.001715266,0,Lethal,1749,259,0,0,1,0,68,219,13,43
AT1G31480,2802,MRP,0.000356888,0,Non-lethal,2802,2684,0,0,0,0,96,326,169,604
AT1G31800,1788,CLB,0,0,Non-lethal,1788,1243,0,0,0,0,69,228,88,313
AT1G31810,3693,MRP,0.009748172,0.000270783,Non-lethal,3693,2444,0,1,0,0,145,503,151,517
AT1G31817,945,ESN,0,0,Lethal,945,480,0,0,0,0,36,114,25,84
AT1G31860,846,ESN,0.004728132,0,Lethal,846,1435,0,0,0,0,24,78,77,271
AT1G31880,1035,MRP,0.001932367,0,Non-lethal,1035,3126,0,1,0,1,33,103,230,904
AT1G32130,1654,MRP,0.000668673,0,Non-lethal,1509,1132,0,0,0,0,56,187,81,309
AT1G32200,1380,ESN,0.000724638,0,Non-lethal,1380,1493,0,0,0,0,47,155,67,222
AT1G32230,2031,MRP,0.000571429,0,Non-lethal,1770,1519,0,0,0,0,59,205,93,352
AT1G32450,1845,CLB,0,0,Non-lethal,1845,2626,0,0,0,0,46,158,177,666
AT1G32490,3185,ESN,0,0,Lethal,3135,4070,0,0,0,0,128,440,259,924
AT1G32990,669,MRP,0.007473842,0,Non-lethal,669,644,0,0,0,0,28,95,39,137
AT1G33240,2010,CLB,0.001492537,0.000497512,Non-lethal,2010,452,0,0,0,0,70,222,33,148
AT1G33520,1389,CND,0.000719942,0,Non-lethal,1389,0,0,0,0,0,48,160,0,0
AT1G34120,1930,CND,0.001696833,0,Non-lethal,1773,923,0,0,0,0,67,215,50,183
AT1G34245,363,CLB,0.002754821,0,Non-lethal,363,279,0,0,0,0,13,48,20,87
AT1G34370,2553,CND,0,0,Non-lethal,1500,368,0,0,0,0,42,141,37,145
AT1G34430,1398,ESN,0,0,Lethal,1398,660,0,0,0,0,37,121,38,132
AT1G34550,2208,ESN,0.003623188,0,Lethal,2208,3351,0,0,0,0,70,242,154,557
AT1G34790,912,MRP,0.006578947,0,Non-lethal,912,625,0,0,0,0,37,125,43,154
AT1G35580,2050,MRP,0,0,Non-lethal,1656,995,0,0,0,0,45,144,77,301
AT1G35670,1488,CND,0.001344086,0.000672043,Non-lethal,1488,1115,0,0,0,0,55,181,75,258
AT1G35720,954,CND,0,0,Non-lethal,954,682,0,0,0,0,21,71,30,113
AT1G36160,6765,ESN,0.001773836,0,Lethal,6765,3081,0,0,0,0,206,682,180,659
AT1G37130,2754,CND,0.005083515,0.000363108,Non-lethal,2754,282,0,0,0,0,78,253,23,93
AT1G42540,2802,MRP,0.000713776,0,Non-lethal,2802,599,0,0,0,0,107,356,47,160
AT1G42550,2532,CLB,0,0,Non-lethal,2532,72,0,0,0,0,96,308,4,13
AT1G43170,1422,ESN,0.003112538,0,Lethal,1170,655,0,0,0,0,21,67,40,143
AT1G43620,1848,MRP,0,0,Non-lethal,1848,2273,0,0,0,0,62,212,123,431
AT1G43700,1026,CND,0.012670565,0.000974659,Non-lethal,1026,640,0,0,0,0,30,98,34,122
AT1G43710,1449,ESN,0,0,Lethal,1449,316,0,0,0,0,52,167,23,90
AT1G43850,2634,MRP,0,0,Non-lethal,2634,1210,0,0,0,0,82,269,80,275
AT1G44446,2260,MRP,0.001348618,0,Non-lethal,1611,878,0,0,0,0,58,195,52,181
AT1G44575,1110,CLB,0,0,Non-lethal,798,629,0,0,0,0,26,90,41,139
AT1G44900,2963,ESN,0.000712251,0.000356125,Lethal,2811,1356,0,0,0,0,84,281,73,252
AT1G45145,357,CND,0,0,Non-lethal,357,636,0,0,0,0,10,32,43,152
AT1G46480,756,CND,0.001322751,0.003968254,Non-lethal,756,295,0,0,0,0,21,78,22,79
AT1G46768,462,CND,0,0,Non-lethal,462,0,0,0,0,0,7,24,0,0
AT1G47720,786,MRP,0,0,Non-lethal,786,560,0,0,0,0,34,116,25,85
AT1G48050,2043,CND,0,0,Non-lethal,2043,1319,0,0,0,0,87,285,84,300
AT1G48175,549,ESN,0,0,Lethal,549,935,0,0,0,0,21,69,56,200
AT1G48350,513,ESN,0,0,Lethal,513,434,0,0,0,0,15,51,23,74
AT1G48380,1499,CLB,0.000897263,0,Non-lethal,1161,406,0,0,0,0,48,167,22,75
AT1G48410,3287,MRP,0.003173596,0,Non-lethal,3153,2982,0,1,0,0,79,265,183,664
AT1G48600,1560,CLB,0,0,Non-lethal,1476,1528,0,0,0,0,54,175,103,374
AT1G48850,1503,ESN,0,0,Lethal,1311,1492,0,0,0,0,38,129,100,348
AT1G48920,1674,MRP,0.002986858,0.001194743,Non-lethal,1674,1563,0,0,0,0,51,174,106,366
AT1G49040,3873,MRP,0.000212382,0,Non-lethal,3564,5844,0,0,0,0,96,320,334,1193
AT1G49400,351,ESN,0,0,Lethal,351,332,0,0,0,0,11,39,19,65
AT1G49430,1998,MRP,0.00950951,0,Non-lethal,1998,2456,0,0,0,0,69,236,165,634
AT1G49510,723,ESN,0,0,Lethal,723,526,0,0,0,0,29,89,31,112
AT1G49540,2677,CND,0,0,Non-lethal,2523,1093,0,0,0,0,79,255,74,286
AT1G49720,1320,CND,0,0.00083647,Non-lethal,1212,948,0,0,0,0,41,137,61,238
AT1G49770,927,ESN,0.009708738,0,Lethal,927,1027,0,0,0,0,42,147,62,238
AT1G49820,1263,CND,0,0,Non-lethal,1263,640,0,0,0,0,51,167,40,132
AT1G49880,576,ESN,0.003472222,0.001736111,Lethal,576,1258,0,0,0,0,22,75,78,275
AT1G49970,1164,MRP,0,0,Non-lethal,1164,1363,0,0,0,0,39,128,90,310
AT1G50030,7476,ESN,0.001620417,0,Lethal,7446,9548,0,0,0,0,240,796,559,2019
AT1G50240,3969,ESN,0.001007811,0,Lethal,3969,3063,0,0,0,0,146,487,181,671
AT1G50320,549,MRP,0,0,Non-lethal,549,310,0,0,0,0,15,49,22,75
AT1G50430,1352,MRP,0,0,Non-lethal,1299,2082,0,0,0,0,44,143,123,430
AT1G50460,1497,CND,0,0,Non-lethal,1497,1902,0,0,0,0,48,158,121,433
AT1G50500,2639,ESN,0.006360565,0,Lethal,2544,5039,0,0,0,0,107,361,249,886
AT1G50900,528,ESN,0.005681818,0,Lethal,528,215,0,0,0,0,12,38,11,40
AT1G51190,1707,MRP,0.004100762,0.001171646,Non-lethal,1707,1199,0,3,0,1,51,164,82,305
AT1G51450,1530,ESN,0,0,Lethal,1530,292,0,0,0,0,51,168,14,52
AT1G51500,2064,MRP,0.001937984,0,Non-lethal,2064,942,0,0,0,0,71,230,67,248
AT1G51760,1323,CND,0,0.000755858,Non-lethal,1323,540,0,0,0,0,52,182,37,133
AT1G51965,1953,CND,0,0,Non-lethal,1953,115,0,0,0,0,76,252,6,27
AT1G52150,3011,CLB,0.000404858,0.000404858,Non-lethal,2514,1535,0,0,0,0,73,232,94,360
AT1G52230,438,MRP,0,0,Non-lethal,438,169,0,0,0,0,19,62,15,48
AT1G52240,1971,CND,0.005215742,0,Non-lethal,1824,1763,0,0,0,0,67,222,130,497
AT1G52340,858,MRP,0,0,Non-lethal,858,673,0,1,0,0,30,103,54,199
AT1G52400,1703,CND,0.020394737,0,Non-lethal,1587,1094,0,3,0,0,59,191,78,341
AT1G52760,999,CND,0,0,Non-lethal,999,200,0,0,0,0,30,102,17,57
AT1G52920,1233,CLB,0.00081103,0,Non-lethal,1233,456,0,0,0,0,44,138,29,101
AT1G53500,2004,MRP,0.000499002,0,Non-lethal,2004,288,0,0,0,0,75,242,18,69
AT1G53580,1024,ESN,0,0,Lethal,885,824,0,0,0,0,31,97,58,211
AT1G53670,786,CND,0.003341688,0,Non-lethal,609,779,0,0,0,0,21,67,60,213
AT1G53850,714,CND,0,0,Non-lethal,714,1036,0,0,0,0,20,66,69,243
AT1G53940,1311,MRP,0.003051106,0.000762777,Non-lethal,1311,1191,0,0,0,0,55,184,77,292
AT1G54030,1254,CLB,0.006379585,0,Non-lethal,1254,538,0,0,0,0,50,162,40,161
AT1G54040,1812,CLB,0,0,Non-lethal,1026,1865,0,0,0,0,29,93,141,523
AT1G54060,1152,MRP,0,0,Non-lethal,1152,0,0,0,0,0,37,118,0,0
AT1G54160,927,CND,0.002157497,0,Non-lethal,927,655,0,0,0,0,39,122,47,174
AT1G54340,1251,MRP,0,0,Non-lethal,1251,1736,0,0,0,0,43,150,108,383
AT1G54490,2844,CND,0.002109705,0.000351617,Non-lethal,2844,3507,0,0,0,0,115,377,202,737
AT1G54960,1821,MRP,0.001647446,0,Non-lethal,1821,1709,0,0,0,0,71,234,106,380
AT1G54990,1422,MRP,0.006329114,0,Non-lethal,1422,503,0,0,0,0,67,217,32,116
AT1G55020,2580,MRP,0.003100775,0,Non-lethal,2580,1766,0,0,0,0,92,296,131,566
AT1G55180,2289,MRP,0,0,Non-lethal,2289,284,0,0,0,0,71,229,19,65
AT1G55250,3551,MRP,0.000258098,0,Non-lethal,2703,2386,0,0,0,0,102,340,144,526
AT1G55320,2186,CND,0.000537634,0,Non-lethal,2184,1105,0,1,0,0,64,212,68,249
AT1G55325,8378,ESN,0.001359157,0,Non-lethal,6006,4115,0,0,0,0,225,773,211,747
AT1G55350,7158,ESN,0.000772463,0,Lethal,6540,3727,0,0,0,0,221,738,211,758
AT1G55370,1754,CLB,0,0,Non-lethal,1065,155,0,0,0,0,40,129,15,52
AT1G55490,1803,MRP,0,0,Non-lethal,1803,1516,0,0,0,0,52,172,99,349
AT1G55580,1338,MRP,0,0,Non-lethal,1338,0,0,0,0,0,41,129,0,0
AT1G55600,1458,ESN,0,0.000685871,Lethal,1458,787,0,0,0,0,35,120,58,222
AT1G55670,483,MRP,0,0,Non-lethal,483,0,0,0,0,0,10,36,0,0
AT1G55870,2122,ESN,0.000812348,0,Lethal,2070,627,0,0,0,0,81,268,47,160
AT1G55900,1216,ESN,0,0,Lethal,1131,1127,0,0,0,0,37,122,57,215
AT1G56070,2532,CND,0.002764613,0,Non-lethal,2532,855,0,0,0,0,45,144,58,205
AT1G56200,514,ESN,0,0,Lethal,465,570,0,0,0,0,11,37,34,127
AT1G56340,1437,CND,0.006267137,0.000783392,Non-lethal,1278,1294,0,0,0,0,37,115,76,265
AT1G56510,3024,CND,0.006613757,0.001653439,Non-lethal,3024,2387,0,0,0,0,132,444,214,805
AT1G56650,747,CND,0.001338688,0.001338688,Non-lethal,747,629,0,0,0,0,28,97,38,156
AT1G57750,2805,CLB,0,0,Non-lethal,1494,0,0,0,0,0,55,188,0,0
AT1G57820,2055,CLB,0.000775795,0,Non-lethal,1938,1623,0,0,0,0,62,213,91,308
AT1G58210,3741,ESN,0,0,Lethal,3741,695,0,0,0,0,135,444,45,161
AT1G58250,8325,MRP,0.000126646,0.000253293,Non-lethal,7968,6089,0,0,0,0,335,1144,347,1230
AT1G58360,1458,CND,0.006858711,0,Non-lethal,1458,2233,0,0,0,0,43,148,161,620
AT1G58440,1596,MRP,0.003132832,0,Non-lethal,1596,1557,0,0,0,0,63,206,86,312
AT1G59560,1017,CND,0,0,Non-lethal,1017,875,0,0,0,0,32,105,53,207
AT1G59640,1236,MRP,0,0,Non-lethal,1032,364,0,0,0,0,35,133,26,104
AT1G59820,3642,ESN,0.001098298,0,Non-lethal,3642,4783,0,0,0,0,140,472,244,902
AT1G59870,4410,CND,0.000453515,0.000226757,Non-lethal,4410,774,0,0,0,0,143,461,51,190
AT1G59990,1746,ESN,0.002290951,0.001145475,Lethal,1746,771,0,0,0,0,60,204,46,164
AT1G60170,1458,ESN,0,0,Lethal,1458,809,0,0,0,0,46,149,48,165
AT1G60490,2445,ESN,0.00204499,0.000408998,Lethal,2445,1954,0,1,0,0,94,311,102,389
AT1G60600,1179,ESN,0.000496771,0.000496771,Lethal,1149,973,0,0,0,0,46,155,67,238
AT1G60950,447,MRP,0.004474273,0,Non-lethal,447,0,0,0,0,0,8,24,0,0
AT1G61120,2634,CLB,0.004176158,0,Non-lethal,2634,2276,0,0,0,0,109,376,159,628
AT1G61210,3978,CND,0.000282247,0,Non-lethal,3546,3225,0,0,0,0,125,422,212,756
AT1G61720,1023,MRP,0,0,Non-lethal,1023,409,0,0,0,0,42,137,30,114
AT1G62180,1474,CLB,0,0,Non-lethal,1365,307,0,0,0,0,52,164,22,83
AT1G62300,1662,CND,0.010830325,0,Non-lethal,1662,607,0,0,0,0,44,144,53,193
AT1G62340,2499,ESN,0.00120048,0,Lethal,2499,2035,0,0,0,0,83,285,151,547
AT1G62360,1149,ESN,0.007832898,0.000870322,Lethal,1149,1778,0,0,0,0,24,76,110,404
AT1G62640,1215,MRP,0,0,Non-lethal,1215,1021,0,0,0,0,41,138,72,244
AT1G62750,2352,ESN,0.009778912,0.00170068,Lethal,2352,348,0,0,0,0,73,237,26,98
AT1G62830,2535,MRP,0.002366864,0,Non-lethal,2535,0,0,0,0,0,87,279,0,0
AT1G62940,1629,MRP,0.001227747,0,Non-lethal,1629,565,0,0,0,0,55,178,42,145
AT1G62990,876,CLB,0.005707763,0,Non-lethal,876,2005,0,0,0,0,22,71,139,514
AT1G63000,906,CLB,0.011037528,0.001103753,Non-lethal,906,444,0,0,0,0,27,85,28,98
AT1G63160,1002,ESN,0,0,Lethal,1002,702,0,0,0,0,27,87,53,193
AT1G63440,2988,CND,0.000334672,0,Non-lethal,2988,467,0,0,0,0,93,314,31,108
AT1G63650,1791,CLB,0.007258515,0,Non-lethal,1791,1135,0,0,0,0,53,171,91,361
AT1G63680,2319,ESN,0.00043122,0,Lethal,2319,610,0,0,0,0,81,264,30,103
AT1G63700,2652,ESN,0.000377074,0,Lethal,2652,1172,0,0,0,0,85,291,67,225
AT1G63880,3054,CND,0.009823183,0.003274394,Non-lethal,3054,480,0,0,0,0,136,457,30,100
AT1G63900,1088,CND,0.000963391,0,Non-lethal,1044,987,0,0,0,0,27,93,52,179
AT1G63970,803,ESN,0,0,Lethal,696,718,0,0,0,0,24,81,37,122
AT1G63990,1152,MRP,0,0,Non-lethal,1152,877,0,0,0,0,36,121,43,146
AT1G64030,1158,CND,0.001727116,0,Non-lethal,1158,318,0,0,0,0,38,128,26,102
AT1G64060,2835,MRP,0.000352734,0,Non-lethal,2835,3217,0,1,0,0,110,372,253,982
AT1G64070,2994,CND,0.021376086,0.009352037,Non-lethal,2994,507,0,0,0,0,120,399,38,144
AT1G64280,1782,CND,0.000561167,0,Non-lethal,1782,297,0,0,0,0,63,205,17,61
AT1G64440,1047,CLB,0,0,Non-lethal,1047,1417,0,0,0,0,35,120,75,261
AT1G64520,804,MRP,0.001243781,0,Non-lethal,804,858,0,0,0,0,19,60,54,192
AT1G64570,3720,ESN,0.000268817,0.000268817,Lethal,3720,1338,0,0,0,0,116,399,66,245
AT1G64670,1410,MRP,0.00141844,0,Non-lethal,1410,1075,0,0,0,0,38,122,62,225
AT1G64770,1830,CLB,0.002586486,0.000323311,Non-lethal,1104,753,0,2,0,0,41,154,51,204
AT1G64790,8503,ESN,0.00075358,0,Lethal,8091,10081,0,0,1,0,296,1000,599,2164
AT1G64970,1047,MRP,0,0,Non-lethal,1047,610,0,0,0,0,29,97,43,170
AT1G65310,849,CND,0,0,Non-lethal,849,209,0,0,0,0,36,123,12,44
AT1G65360,681,ESN,0.004405286,0,Lethal,681,134,0,0,0,0,39,142,9,30
AT1G65380,2163,MRP,0,0,Non-lethal,2163,0,0,0,0,0,76,244,0,0
AT1G65410,1038,MRP,0.001926782,0.000963391,Non-lethal,1038,933,0,0,0,0,40,138,48,165
AT1G65420,594,CLB,0,0,Non-lethal,594,112,0,0,0,0,27,95,8,30
AT1G65470,2548,MRP,0.006568144,0.000821018,Non-lethal,2448,1526,0,0,0,0,104,362,89,305
AT1G65480,528,MRP,0,0,Non-lethal,528,1652,0,0,0,0,14,45,119,467
AT1G65620,600,MRP,0,0,Non-lethal,600,664,0,0,0,0,16,54,45,172
AT1G65770,1083,CND,0,0,Non-lethal,1083,0,0,0,0,0,40,134,0,0
AT1G66170,2115,MRP,0.000945626,0,Non-lethal,2115,315,0,0,0,0,78,271,26,92
AT1G66200,1266,CND,0.010709505,0,Non-lethal,1098,903,0,0,0,0,27,91,76,297
AT1G66340,2217,CND,0,0,Non-lethal,2217,821,0,0,0,0,83,272,45,158
AT1G66350,1536,CND,0,0,Non-lethal,1536,0,0,0,0,0,47,152,0,0
AT1G66520,1068,ESN,0.002808989,0,Lethal,1068,1296,0,0,0,0,38,134,77,273
AT1G66600,726,CND,0.00137741,0,Non-lethal,726,204,0,0,0,0,30,102,11,41
AT1G66730,4191,MRP,0.000954426,0,Non-lethal,4191,2642,0,0,0,0,165,570,168,599
AT1G66840,1824,CLB,0.000548246,0.000548246,Non-lethal,1824,373,0,0,0,0,82,264,36,124
AT1G67080,663,CLB,0.006033183,0,Non-lethal,663,614,0,0,0,0,29,95,41,140
AT1G67140,7242,MRP,0.00059979,0,Non-lethal,6672,9685,0,0,0,0,254,872,569,2045
AT1G67230,3399,CLB,0.001471021,0,Non-lethal,3399,1073,0,0,0,0,153,522,70,243
AT1G67320,1538,ESN,0.001432665,0,Lethal,1473,1974,0,0,1,0,62,207,125,441
AT1G67370,1791,MRP,0,0,Non-lethal,1791,2576,0,0,0,0,53,170,149,519
AT1G67440,1302,ESN,0.002304147,0,Lethal,1302,345,0,0,0,0,43,144,24,83
AT1G67490,2559,ESN,0.004110152,0.00082203,Lethal,2559,3390,0,0,0,0,103,352,166,625
AT1G67500,6027,CND,0.00227591,0,Non-lethal,5751,3348,0,0,0,0,213,730,205,743
AT1G67550,2517,CND,0.000397298,0,Non-lethal,2517,1553,0,0,0,0,80,265,91,328
AT1G67630,1863,ESN,0,0,Lethal,1863,1852,0,0,0,0,57,188,99,357
AT1G67730,957,ESN,0.002089864,0,Lethal,957,733,0,0,0,0,29,101,45,163
AT1G67940,792,CND,0.001262626,0,Non-lethal,792,71,0,0,0,0,20,67,4,13
AT1G68050,1860,MRP,0.002150538,0,Non-lethal,1860,101,0,0,0,0,39,124,5,17
AT1G68100,1410,CND,0.002836879,0,Non-lethal,1410,1298,0,0,0,0,38,130,77,278
AT1G68310,710,MRP,0,0,Non-lethal,480,1218,0,0,0,0,13,41,79,284
AT1G68370,1233,MRP,0,0,Non-lethal,1233,1249,0,0,0,0,49,164,66,229
AT1G68450,459,ESN,0.032679739,0,Lethal,459,0,0,0,0,0,8,29,0,0
AT1G68480,762,MRP,0.007874016,0,Non-lethal,762,628,0,0,0,0,19,61,41,145
AT1G68530,2628,MRP,0.001902588,0,Non-lethal,1494,359,0,0,0,0,43,138,26,87
AT1G68540,1238,MRP,0,0,Non-lethal,966,251,0,0,0,0,36,116,19,62
AT1G68560,2748,MRP,0.001091703,0,Non-lethal,2748,715,0,0,0,0,92,299,49,173
AT1G68640,1359,MRP,0.000735835,0.000735835,Non-lethal,1359,1206,0,0,0,0,41,135,86,355
AT1G68720,3924,MRP,0.000509684,0.000254842,Non-lethal,3924,350,0,0,0,0,148,497,23,84
AT1G68725,747,MRP,0.016064257,0,Non-lethal,747,86,0,0,0,0,18,57,4,15
AT1G68730,513,ESN,0,0,Lethal,513,295,0,0,0,0,25,85,19,65
AT1G68765,234,MRP,0,0,Non-lethal,234,0,0,0,0,0,8,30,0,0
AT1G68800,1071,MRP,0.000933707,0,Non-lethal,1071,95,0,0,0,0,44,151,4,17
AT1G68890,5148,MRP,0,0,Non-lethal,5148,4418,0,0,0,0,192,632,267,965
AT1G68990,3019,ESN,0.000679925,0.000339963,Lethal,2952,2305,0,0,0,0,114,403,128,447
AT1G69120,771,MRP,0.010376135,0,Non-lethal,771,2756,0,0,0,0,18,70,171,625
AT1G69180,546,MRP,0.005494505,0,Non-lethal,546,661,0,0,0,0,10,33,41,151
AT1G69190,1455,CND,0.000687285,0,Non-lethal,1455,124,0,0,0,0,60,203,10,39
AT1G69270,1623,CND,0,0,Non-lethal,1623,0,0,0,0,0,64,200,0,0
AT1G69390,690,CLB,0,0,Non-lethal,690,874,0,0,0,0,21,70,52,179
AT1G69440,2973,MRP,0.000336361,0.000336361,Non-lethal,2973,479,0,0,0,0,109,363,36,124
AT1G69490,807,MRP,0,0,Non-lethal,807,183,0,0,0,0,32,103,14,48
AT1G69500,1575,MRP,0.008888889,0.001269841,Non-lethal,1575,375,0,0,0,0,66,218,24,97
AT1G69770,2520,CLB,0,0,Non-lethal,2520,2504,0,0,0,0,104,356,155,572
AT1G69870,1863,CND,0.002147075,0,Non-lethal,1863,2027,0,0,0,0,58,193,120,446
AT1G69935,579,MRP,0,0,Non-lethal,579,432,0,0,0,0,17,58,26,91
AT1G69940,1086,ESN,0,0,Non-lethal,1086,337,0,0,0,0,34,108,17,71
AT1G70070,3516,ESN,0,0,Lethal,3516,617,0,0,0,0,131,429,41,149
AT1G70170,1137,MRP,0.000879507,0,Non-lethal,1137,0,0,0,0,0,36,125,0,0
AT1G70210,1020,MRP,0,0,Non-lethal,1020,946,0,0,0,0,40,136,65,265
AT1G70460,2133,CLB,0.002344116,0.000468823,Non-lethal,2133,707,0,0,0,0,62,207,52,198
AT1G70560,1176,MRP,0.006802721,0,Non-lethal,1176,1250,0,0,0,0,24,83,89,345
AT1G70910,486,MRP,0,0,Non-lethal,486,0,0,0,0,0,15,49,0,0
AT1G70940,1923,MRP,0.001040042,0,Non-lethal,1923,779,0,0,0,0,58,199,58,216
AT1G71100,804,MRP,0.002487562,0,Non-lethal,804,0,0,0,0,0,18,57,0,0
AT1G71230,1077,CLB,0,0,Non-lethal,1077,619,0,0,0,0,25,82,36,128
AT1G71270,2124,ESN,0,0,Lethal,2124,3958,0,0,0,0,90,300,226,815
AT1G71440,1596,ESN,0.004385965,0,Lethal,1596,1507,0,0,0,0,51,168,92,339
AT1G71720,1503,MRP,0.000665336,0,Lethal,1503,647,0,0,0,0,60,203,32,121
AT1G71880,1542,ESN,0.007782101,0,Non-lethal,1542,225,0,0,0,0,63,207,19,70
AT1G72320,2450,MRP,0.000450857,0,Non-lethal,2262,1603,0,0,0,0,105,347,101,372
AT1G72440,3132,ESN,0,0,Lethal,3132,2140,0,0,0,0,125,434,128,461
AT1G72560,2967,MRP,0.000337041,0,Non-lethal,2967,1586,0,0,0,0,118,396,95,359
AT1G72770,1662,CND,0.001397624,0,Non-lethal,1536,709,0,0,0,0,45,158,50,188
AT1G72970,2273,MRP,0.005159071,0,Non-lethal,1785,1050,0,0,0,0,64,207,72,295
AT1G73060,1077,MRP,0,0,Non-lethal,1077,1155,0,0,0,0,42,136,55,215
AT1G73177,192,MRP,0,0,Non-lethal,192,851,0,0,0,0,5,16,58,198
AT1G73360,2169,CLB,0.000461042,0,Non-lethal,2169,759,0,0,0,0,65,209,55,206
AT1G73590,1869,MRP,0.002140182,0,Non-lethal,1869,1236,0,0,0,0,59,187,105,399
AT1G73660,3093,CND,0,0.000323311,Non-lethal,3093,1379,0,0,0,0,97,323,78,272
AT1G73720,1536,MRP,0.000651042,0,Non-lethal,1536,3128,0,0,0,0,56,181,173,629
AT1G73730,1704,CND,0.001760563,0,Non-lethal,1704,317,0,0,1,0,61,197,23,87
AT1G73840,1167,MRP,0.000856898,0,Non-lethal,1167,1225,0,0,0,1,23,78,73,260
AT1G73990,2034,CLB,0,0,Non-lethal,2034,2309,0,0,0,0,76,259,121,418
AT1G74030,1434,CLB,0,0,Non-lethal,1434,1003,0,0,0,0,39,130,58,202
AT1G74260,4224,ESN,0.003077652,0,Lethal,4224,536,0,0,0,0,140,463,31,112
AT1G74310,2736,CND,0.000730994,0,Non-lethal,2736,518,0,0,0,0,82,258,26,114
AT1G74710,2016,CND,0.000558815,0,Non-lethal,1869,1703,0,3,0,0,59,211,111,423
AT1G74720,3246,MRP,0.000616143,0,Non-lethal,3246,0,0,0,0,0,71,242,0,0
AT1G74850,2589,ESN,0.00038625,0,Lethal,2589,489,0,1,0,0,93,311,23,92
AT1G74900,1362,ESN,0,0,Non-lethal,1362,87,0,0,0,0,50,166,6,20
AT1G74920,1634,CND,0,0,Non-lethal,1506,1893,0,0,0,0,48,155,112,393
AT1G74960,1626,ESN,0,0,Lethal,1626,1997,0,0,0,0,57,194,134,477
AT1G74970,627,ESN,0,0,Lethal,627,815,0,0,0,0,17,51,46,147
AT1G75010,2226,CLB,0,0,Non-lethal,2226,2722,0,0,0,0,91,308,163,598
AT1G75100,1956,CND,0.003578732,0,Non-lethal,1956,706,0,0,1,0,83,284,50,180
AT1G75350,435,ESN,0,0,Lethal,435,90,0,0,0,0,19,60,9,35
AT1G75380,978,CND,0,0,Non-lethal,978,1107,0,0,0,0,28,97,79,275
AT1G75500,1170,CND,0,0,Non-lethal,1170,640,0,0,0,0,33,112,45,161
AT1G75540,996,CND,0.003012048,0.001004016,Non-lethal,996,344,0,0,0,1,38,125,24,92
AT1G75660,3063,ESN,0.001958864,0,Lethal,3063,3474,0,0,0,0,91,307,216,767
AT1G75820,2943,MRP,0,0,Non-lethal,2943,79,0,0,0,0,90,287,4,16
AT1G75950,483,MRP,0,0,Non-lethal,483,257,0,0,0,0,7,23,18,63
AT1G76030,1461,CND,0,0,Non-lethal,1461,1497,0,0,0,0,41,137,88,310
AT1G76060,474,ESN,0.002109705,0,Lethal,474,0,0,0,0,0,15,45,0,0
AT1G76260,1053,CND,0.005698006,0,Non-lethal,1053,1583,0,0,0,0,28,94,104,360
AT1G76420,1005,MRP,0,0,Non-lethal,1005,802,0,0,0,0,27,93,65,242
AT1G76490,1929,MRP,0.003628823,0,Non-lethal,1929,477,0,0,0,0,42,140,34,121
AT1G76620,1584,MRP,0.001893939,0,Non-lethal,1584,761,0,0,0,0,66,221,63,215
AT1G77080,1096,MRP,0,0,Non-lethal,591,3576,0,0,0,0,20,69,223,842
AT1G77140,1710,ESN,0,0,Lethal,1710,1809,0,0,0,0,68,228,91,330
AT1G77180,3378,MRP,0,0,Lethal,1842,299,0,0,0,0,61,198,15,57
AT1G77300,5539,MRP,0.000403063,0,Non-lethal,5418,3590,0,2,0,0,216,744,206,772
AT1G77390,1329,MRP,0,0.000752445,Non-lethal,1329,905,0,0,0,0,45,145,58,210
AT1G77470,1110,ESN,0,0,Lethal,1110,1020,0,0,0,0,49,159,63,229
AT1G77490,1281,CND,0.00156128,0,Non-lethal,1281,1078,0,0,0,0,40,136,73,261
