gene,CDS length,essentiality,SNV,InDel,lethal,Local CDS length,Local Intron length,Monroe CDS Count,Monroe intron Count,Weng CDS Count,Weng intron Count,Monroe CDS SNM Count,Monroe intron SNM Count,Weng CDS SNM Count,Weng intron SNM Count,Monroe CDS INDEL Count,Monroe intron INDEL Count,Weng CDS INDEL Count,Weng intron INDEL Count
AT1G23010,1746,CND,0.002290951,0,Non-lethal,1746,482,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23090,1896,MRP,0.007911392,0.001054852,Non-lethal,1896,1821,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23310,1456,MRP,0,0,Non-lethal,1446,1432,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23400,1695,ESN,0,0,Lethal,1695,847,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23420,696,MRP,0.005747126,0,Non-lethal,696,986,0,1,0,0,0,0,0,0,0,1,0,0
AT1G24180,1182,MRP,0,0,Non-lethal,1182,1424,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24340,2130,ESN,0.001877934,0,Lethal,2130,1321,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24450,576,ESN,0,0,Lethal,576,301,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24490,1500,MRP,0.002422984,0.000692281,Non-lethal,1500,1103,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24590,921,MRP,0.003257329,0,Non-lethal,921,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24706,5539,ESN,0.000918527,0,Lethal,5472,7656,0,0,0,0,0,0,0,0,0,0,0,0
AT1G25350,2612,ESN,0.000417449,0,Lethal,2403,2523,0,0,0,0,0,0,0,0,0,0,0,0
AT1G25490,1767,MRP,0.000565931,0.001131862,Non-lethal,1767,1796,0,0,0,0,0,0,0,0,0,0,0,0
AT1G25540,2514,CND,0.000425985,0.00085197,Non-lethal,2511,2544,0,0,0,0,0,0,0,0,0,0,0,0
AT1G26110,1890,ESN,0,0,Lethal,1836,1105,0,0,0,0,0,0,0,0,0,0,0,0
AT1G26630,522,MRP,0,0,Non-lethal,480,651,0,0,0,0,0,0,0,0,0,0,0,0
AT1G26670,669,CND,0.001494768,0,Non-lethal,669,1022,0,0,0,0,0,0,0,0,0,0,0,0
AT1G26780,1526,MRP,0.000520021,0,Non-lethal,1080,351,0,0,0,0,0,0,0,0,0,0,0,0
AT1G26910,666,MRP,0,0,Non-lethal,666,439,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27080,1731,MRP,0.000577701,0,Non-lethal,1731,1395,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27320,3111,CND,0.00032144,0,Non-lethal,3111,1231,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27360,1182,MRP,0.002538071,0,Non-lethal,1182,395,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27370,1191,MRP,0.007556675,0,Non-lethal,1191,353,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27390,633,MRP,0.001579779,0,Non-lethal,633,811,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27440,1239,CLB,0,0,Non-lethal,1239,710,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27450,1132,MRP,0,0,Non-lethal,855,911,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27760,1541,MRP,0.003825555,0.000510074,Non-lethal,1326,1102,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27840,1601,CND,0,0,Non-lethal,1356,1570,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27950,582,CLB,0,0,Non-lethal,582,670,0,0,0,0,0,0,0,0,0,0,0,0
AT1G28300,1092,ESN,0.01007326,0,Lethal,1092,1693,0,0,0,0,0,0,0,0,0,0,0,0
AT1G28320,2130,CND,0.000469484,0.000469484,Non-lethal,2130,1545,0,0,0,0,0,0,0,0,0,0,0,0
AT1G28380,1839,MRP,0,0,Non-lethal,1839,526,0,0,0,0,0,0,0,0,0,0,0,0
AT1G28490,903,MRP,0,0,Non-lethal,738,1053,0,0,0,0,0,0,0,0,0,0,0,0
AT1G28560,1161,MRP,0,0,Non-lethal,1161,1630,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29260,954,MRP,0,0,Non-lethal,954,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29690,1686,MRP,0.00059312,0.00059312,Non-lethal,1686,866,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29900,3564,MRP,0.013748597,0.00308642,Non-lethal,3564,249,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29940,3537,ESN,0.002544529,0,Lethal,3537,3812,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29990,390,CND,0,0,Non-lethal,390,766,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30010,2136,MRP,0,0,Non-lethal,2136,463,0,0,0,1,0,0,0,1,0,0,0,0
AT1G30270,1449,CND,0.001380262,0,Non-lethal,1449,1806,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30330,2921,MRP,0,0.000356506,Non-lethal,2808,1190,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30400,4869,CND,0.00205381,0,Non-lethal,4869,5084,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30450,2928,MRP,0.003756831,0,Non-lethal,2928,3358,0,0,0,1,0,0,0,1,0,0,0,0
AT1G30520,1683,ESN,0.001782531,0,Lethal,1683,825,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30610,3611,ESN,0.002014099,0,Lethal,3021,821,0,1,0,0,0,0,0,0,0,1,0,0
AT1G30620,1382,CLB,0,0,Non-lethal,1260,1771,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30825,957,MRP,0,0,Non-lethal,957,937,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30950,1329,MRP,0,0,Non-lethal,1329,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G30970,1142,MRP,0,0,Non-lethal,1104,1877,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31140,816,MRP,0.004651163,0,Non-lethal,648,995,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31170,771,CND,0,0,Non-lethal,597,569,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31180,1215,CLB,0,0,Non-lethal,1215,560,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31470,1749,ESN,0.001715266,0,Lethal,1749,259,0,0,1,0,0,0,1,0,0,0,0,0
AT1G31480,2802,MRP,0.000356888,0,Non-lethal,2802,2684,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31800,1788,CLB,0,0,Non-lethal,1788,1243,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31810,3693,MRP,0.009748172,0.000270783,Non-lethal,3693,2444,0,1,0,0,0,1,0,0,0,0,0,0
AT1G31817,945,ESN,0,0,Lethal,945,480,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31860,846,ESN,0.004728132,0,Lethal,846,1435,0,0,0,0,0,0,0,0,0,0,0,0
AT1G31880,1035,MRP,0.001932367,0,Non-lethal,1035,3126,0,1,0,1,0,1,0,1,0,0,0,0
AT1G32130,1654,MRP,0.000668673,0,Non-lethal,1509,1132,0,0,0,0,0,0,0,0,0,0,0,0
AT1G32200,1380,ESN,0.000724638,0,Non-lethal,1380,1493,0,0,0,0,0,0,0,0,0,0,0,0
AT1G32230,2031,MRP,0.000571429,0,Non-lethal,1770,1519,0,0,0,0,0,0,0,0,0,0,0,0
AT1G32450,1845,CLB,0,0,Non-lethal,1845,2626,0,0,0,0,0,0,0,0,0,0,0,0
AT1G32490,3185,ESN,0,0,Lethal,3135,4070,0,0,0,0,0,0,0,0,0,0,0,0
AT1G32990,669,MRP,0.007473842,0,Non-lethal,669,644,0,0,0,0,0,0,0,0,0,0,0,0
AT1G33240,2010,CLB,0.001492537,0.000497512,Non-lethal,2010,452,0,0,0,0,0,0,0,0,0,0,0,0
AT1G33520,1389,CND,0.000719942,0,Non-lethal,1389,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G34120,1930,CND,0.001696833,0,Non-lethal,1773,923,0,0,0,0,0,0,0,0,0,0,0,0
AT1G34245,363,CLB,0.002754821,0,Non-lethal,363,279,0,0,0,0,0,0,0,0,0,0,0,0
AT1G34370,2553,CND,0,0,Non-lethal,1500,368,0,0,0,0,0,0,0,0,0,0,0,0
AT1G34430,1398,ESN,0,0,Lethal,1398,660,0,0,0,0,0,0,0,0,0,0,0,0
AT1G34550,2208,ESN,0.003623188,0,Lethal,2208,3351,0,0,0,0,0,0,0,0,0,0,0,0
AT1G34790,912,MRP,0.006578947,0,Non-lethal,912,625,0,0,0,0,0,0,0,0,0,0,0,0
AT1G35580,2050,MRP,0,0,Non-lethal,1656,995,0,0,0,0,0,0,0,0,0,0,0,0
AT1G35670,1488,CND,0.001344086,0.000672043,Non-lethal,1488,1115,0,0,0,0,0,0,0,0,0,0,0,0
AT1G35720,954,CND,0,0,Non-lethal,954,682,0,0,0,0,0,0,0,0,0,0,0,0
AT1G36160,6765,ESN,0.001773836,0,Lethal,6765,3081,0,0,0,0,0,0,0,0,0,0,0,0
AT1G37130,2754,CND,0.005083515,0.000363108,Non-lethal,2754,282,0,0,0,0,0,0,0,0,0,0,0,0
AT1G42540,2802,MRP,0.000713776,0,Non-lethal,2802,599,0,0,0,0,0,0,0,0,0,0,0,0
AT1G42550,2532,CLB,0,0,Non-lethal,2532,72,0,0,0,0,0,0,0,0,0,0,0,0
AT1G43170,1422,ESN,0.003112538,0,Lethal,1170,655,0,0,0,0,0,0,0,0,0,0,0,0
AT1G43620,1848,MRP,0,0,Non-lethal,1848,2273,0,0,0,0,0,0,0,0,0,0,0,0
AT1G43700,1026,CND,0.012670565,0.000974659,Non-lethal,1026,640,0,0,0,0,0,0,0,0,0,0,0,0
AT1G43710,1449,ESN,0,0,Lethal,1449,316,0,0,0,0,0,0,0,0,0,0,0,0
AT1G43850,2634,MRP,0,0,Non-lethal,2634,1210,0,0,0,0,0,0,0,0,0,0,0,0
AT1G44446,2260,MRP,0.001348618,0,Non-lethal,1611,878,0,0,0,0,0,0,0,0,0,0,0,0
AT1G44575,1110,CLB,0,0,Non-lethal,798,629,0,0,0,0,0,0,0,0,0,0,0,0
AT1G44900,2963,ESN,0.000712251,0.000356125,Lethal,2811,1356,0,0,0,0,0,0,0,0,0,0,0,0
AT1G45145,357,CND,0,0,Non-lethal,357,636,0,0,0,0,0,0,0,0,0,0,0,0
AT1G46480,756,CND,0.001322751,0.003968254,Non-lethal,756,295,0,0,0,0,0,0,0,0,0,0,0,0
AT1G46768,462,CND,0,0,Non-lethal,462,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G47720,786,MRP,0,0,Non-lethal,786,560,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48050,2043,CND,0,0,Non-lethal,2043,1319,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48175,549,ESN,0,0,Lethal,549,935,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48350,513,ESN,0,0,Lethal,513,434,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48380,1499,CLB,0.000897263,0,Non-lethal,1161,406,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48410,3287,MRP,0.003173596,0,Non-lethal,3153,2982,0,1,0,0,0,1,0,0,0,0,0,0
AT1G48600,1560,CLB,0,0,Non-lethal,1476,1528,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48850,1503,ESN,0,0,Lethal,1311,1492,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48920,1674,MRP,0.002986858,0.001194743,Non-lethal,1674,1563,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49040,3873,MRP,0.000212382,0,Non-lethal,3564,5844,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49400,351,ESN,0,0,Lethal,351,332,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49430,1998,MRP,0.00950951,0,Non-lethal,1998,2456,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49510,723,ESN,0,0,Lethal,723,526,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49540,2677,CND,0,0,Non-lethal,2523,1093,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49720,1320,CND,0,0.00083647,Non-lethal,1212,948,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49770,927,ESN,0.009708738,0,Lethal,927,1027,0,0,0,1,0,0,0,0,0,0,0,1
AT1G49820,1263,CND,0,0,Non-lethal,1263,640,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49880,576,ESN,0.003472222,0.001736111,Lethal,576,1258,0,0,0,0,0,0,0,0,0,0,0,0
AT1G49970,1164,MRP,0,0,Non-lethal,1164,1363,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50030,7476,ESN,0.001620417,0,Lethal,7446,9548,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50240,3969,ESN,0.001007811,0,Lethal,3969,3063,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50320,549,MRP,0,0,Non-lethal,549,310,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50430,1352,MRP,0,0,Non-lethal,1299,2082,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50460,1497,CND,0,0,Non-lethal,1497,1902,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50500,2639,ESN,0.006360565,0,Lethal,2544,5039,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50900,528,ESN,0.005681818,0,Lethal,528,215,0,0,0,0,0,0,0,0,0,0,0,0
AT1G51190,1707,MRP,0.004100762,0.001171646,Non-lethal,1707,1199,0,3,0,1,0,3,0,1,0,0,0,0
AT1G51450,1530,ESN,0,0,Lethal,1530,292,0,0,0,0,0,0,0,0,0,0,0,0
AT1G51500,2064,MRP,0.001937984,0,Non-lethal,2064,942,0,0,0,0,0,0,0,0,0,0,0,0
AT1G51760,1323,CND,0,0.000755858,Non-lethal,1323,540,0,0,0,0,0,0,0,0,0,0,0,0
AT1G51965,1953,CND,0,0,Non-lethal,1953,115,0,0,0,0,0,0,0,0,0,0,0,0
AT1G52150,3011,CLB,0.000404858,0.000404858,Non-lethal,2514,1535,0,0,0,0,0,0,0,0,0,0,0,0
AT1G52230,438,MRP,0,0,Non-lethal,438,169,0,0,0,0,0,0,0,0,0,0,0,0
AT1G52240,1971,CND,0.005215742,0,Non-lethal,1824,1763,0,0,0,0,0,0,0,0,0,0,0,0
AT1G52340,858,MRP,0,0,Non-lethal,858,673,0,1,0,0,0,1,0,0,0,0,0,0
AT1G52400,1703,CND,0.020394737,0,Non-lethal,1587,1094,0,3,0,0,0,3,0,0,0,0,0,0
AT1G52760,999,CND,0,0,Non-lethal,999,200,0,0,0,0,0,0,0,0,0,0,0,0
AT1G52920,1233,CLB,0.00081103,0,Non-lethal,1233,456,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53500,2004,MRP,0.000499002,0,Non-lethal,2004,288,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53580,1024,ESN,0,0,Lethal,885,824,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53670,786,CND,0.003341688,0,Non-lethal,609,779,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53850,714,CND,0,0,Non-lethal,714,1036,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53940,1311,MRP,0.003051106,0.000762777,Non-lethal,1311,1191,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54030,1254,CLB,0.006379585,0,Non-lethal,1254,538,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54040,1812,CLB,0,0,Non-lethal,1026,1865,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54060,1152,MRP,0,0,Non-lethal,1152,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54160,927,CND,0.002157497,0,Non-lethal,927,655,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54340,1251,MRP,0,0,Non-lethal,1251,1736,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54490,2844,CND,0.002109705,0.000351617,Non-lethal,2844,3507,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54960,1821,MRP,0.001647446,0,Non-lethal,1821,1709,0,0,0,0,0,0,0,0,0,0,0,0
AT1G54990,1422,MRP,0.006329114,0,Non-lethal,1422,503,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55020,2580,MRP,0.003100775,0,Non-lethal,2580,1766,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55180,2289,MRP,0,0,Non-lethal,2289,284,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55250,3551,MRP,0.000258098,0,Non-lethal,2703,2386,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55320,2186,CND,0.000537634,0,Non-lethal,2184,1105,0,1,0,0,0,1,0,0,0,0,0,0
AT1G55325,8378,ESN,0.001359157,0,Non-lethal,6006,4115,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55350,7158,ESN,0.000772463,0,Lethal,6540,3727,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55370,1754,CLB,0,0,Non-lethal,1065,155,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55490,1803,MRP,0,0,Non-lethal,1803,1516,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55580,1338,MRP,0,0,Non-lethal,1338,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55600,1458,ESN,0,0.000685871,Lethal,1458,787,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55670,483,MRP,0,0,Non-lethal,483,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55870,2122,ESN,0.000812348,0,Lethal,2070,627,0,0,0,0,0,0,0,0,0,0,0,0
AT1G55900,1216,ESN,0,0,Lethal,1131,1127,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56070,2532,CND,0.002764613,0,Non-lethal,2532,855,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56200,514,ESN,0,0,Lethal,465,570,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56340,1437,CND,0.006267137,0.000783392,Non-lethal,1278,1294,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56510,3024,CND,0.006613757,0.001653439,Non-lethal,3024,2387,0,0,1,0,0,0,0,0,0,0,1,0
AT1G56650,747,CND,0.001338688,0.001338688,Non-lethal,747,629,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57750,2805,CLB,0,0,Non-lethal,1494,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57820,2055,CLB,0.000775795,0,Non-lethal,1938,1623,0,0,0,0,0,0,0,0,0,0,0,0
AT1G58210,3741,ESN,0,0,Lethal,3741,695,0,0,0,0,0,0,0,0,0,0,0,0
AT1G58250,8325,MRP,0.000126646,0.000253293,Non-lethal,7968,6089,0,0,0,0,0,0,0,0,0,0,0,0
AT1G58360,1458,CND,0.006858711,0,Non-lethal,1458,2233,0,0,0,0,0,0,0,0,0,0,0,0
AT1G58440,1596,MRP,0.003132832,0,Non-lethal,1596,1557,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59560,1017,CND,0,0,Non-lethal,1017,875,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59640,1236,MRP,0,0,Non-lethal,1032,364,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59820,3642,ESN,0.001098298,0,Non-lethal,3642,4783,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59870,4410,CND,0.000453515,0.000226757,Non-lethal,4410,774,1,0,0,0,0,0,0,0,1,0,0,0
AT1G59990,1746,ESN,0.002290951,0.001145475,Lethal,1746,771,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60170,1458,ESN,0,0,Lethal,1458,809,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60490,2445,ESN,0.00204499,0.000408998,Lethal,2445,1954,0,1,0,0,0,1,0,0,0,0,0,0
AT1G60600,1179,ESN,0.000496771,0.000496771,Lethal,1149,973,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60950,447,MRP,0.004474273,0,Non-lethal,447,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G61120,2634,CLB,0.004176158,0,Non-lethal,2634,2276,0,0,0,0,0,0,0,0,0,0,0,0
AT1G61210,3978,CND,0.000282247,0,Non-lethal,3546,3225,0,0,0,0,0,0,0,0,0,0,0,0
AT1G61720,1023,MRP,0,0,Non-lethal,1023,409,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62180,1474,CLB,0,0,Non-lethal,1365,307,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62300,1662,CND,0.010830325,0,Non-lethal,1662,607,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62340,2499,ESN,0.00120048,0,Lethal,2499,2035,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62360,1149,ESN,0.007832898,0.000870322,Lethal,1149,1778,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62640,1215,MRP,0,0,Non-lethal,1215,1021,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62750,2352,ESN,0.009778912,0.00170068,Lethal,2352,348,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62830,2535,MRP,0.002366864,0,Non-lethal,2535,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62940,1629,MRP,0.001227747,0,Non-lethal,1629,565,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62990,876,CLB,0.005707763,0,Non-lethal,876,2005,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63000,906,CLB,0.011037528,0.001103753,Non-lethal,906,444,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63160,1002,ESN,0,0,Lethal,1002,702,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63440,2988,CND,0.000334672,0,Non-lethal,2988,467,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63650,1791,CLB,0.007258515,0,Non-lethal,1791,1135,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63680,2319,ESN,0.00043122,0,Lethal,2319,610,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63700,2652,ESN,0.000377074,0,Lethal,2652,1172,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63880,3054,CND,0.009823183,0.003274394,Non-lethal,3054,480,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63900,1088,CND,0.000963391,0,Non-lethal,1044,987,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63970,803,ESN,0,0,Lethal,696,718,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63990,1152,MRP,0,0,Non-lethal,1152,877,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64030,1158,CND,0.001727116,0,Non-lethal,1158,318,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64060,2835,MRP,0.000352734,0,Non-lethal,2835,3217,0,1,0,0,0,1,0,0,0,0,0,0
AT1G64070,2994,CND,0.021376086,0.009352037,Non-lethal,2994,507,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64280,1782,CND,0.000561167,0,Non-lethal,1782,297,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64440,1047,CLB,0,0,Non-lethal,1047,1417,0,1,0,0,0,0,0,0,0,1,0,0
AT1G64520,804,MRP,0.001243781,0,Non-lethal,804,858,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64570,3720,ESN,0.000268817,0.000268817,Lethal,3720,1338,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64670,1410,MRP,0.00141844,0,Non-lethal,1410,1075,0,0,0,0,0,0,0,0,0,0,0,0
AT1G64770,1830,CLB,0.002586486,0.000323311,Non-lethal,1104,753,0,2,0,0,0,2,0,0,0,0,0,0
AT1G64790,8503,ESN,0.00075358,0,Lethal,8091,10081,0,0,1,0,0,0,1,0,0,0,0,0
AT1G64970,1047,MRP,0,0,Non-lethal,1047,610,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65310,849,CND,0,0,Non-lethal,849,209,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65360,681,ESN,0.004405286,0,Lethal,681,134,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65380,2163,MRP,0,0,Non-lethal,2163,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65410,1038,MRP,0.001926782,0.000963391,Non-lethal,1038,933,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65420,594,CLB,0,0,Non-lethal,594,112,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65470,2548,MRP,0.006568144,0.000821018,Non-lethal,2448,1526,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65480,528,MRP,0,0,Non-lethal,528,1652,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65620,600,MRP,0,0,Non-lethal,600,664,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65770,1083,CND,0,0,Non-lethal,1083,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66170,2115,MRP,0.000945626,0,Non-lethal,2115,315,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66200,1266,CND,0.010709505,0,Non-lethal,1098,903,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66340,2217,CND,0,0,Non-lethal,2217,821,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66350,1536,CND,0,0,Non-lethal,1536,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66520,1068,ESN,0.002808989,0,Lethal,1068,1296,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66600,726,CND,0.00137741,0,Non-lethal,726,204,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66730,4191,MRP,0.000954426,0,Non-lethal,4191,2642,0,0,0,0,0,0,0,0,0,0,0,0
AT1G66840,1824,CLB,0.000548246,0.000548246,Non-lethal,1824,373,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67080,663,CLB,0.006033183,0,Non-lethal,663,614,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67140,7242,MRP,0.00059979,0,Non-lethal,6672,9685,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67230,3399,CLB,0.001471021,0,Non-lethal,3399,1073,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67320,1538,ESN,0.001432665,0,Lethal,1473,1974,0,0,1,0,0,0,1,0,0,0,0,0
AT1G67370,1791,MRP,0,0,Non-lethal,1791,2576,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67440,1302,ESN,0.002304147,0,Lethal,1302,345,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67490,2559,ESN,0.004110152,0.00082203,Lethal,2559,3390,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67500,6027,CND,0.00227591,0,Non-lethal,5751,3348,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67550,2517,CND,0.000397298,0,Non-lethal,2517,1553,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67630,1863,ESN,0,0,Lethal,1863,1852,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67730,957,ESN,0.002089864,0,Lethal,957,733,0,0,0,0,0,0,0,0,0,0,0,0
AT1G67940,792,CND,0.001262626,0,Non-lethal,792,71,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68050,1860,MRP,0.002150538,0,Non-lethal,1860,101,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68100,1410,CND,0.002836879,0,Non-lethal,1410,1298,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68310,710,MRP,0,0,Non-lethal,480,1218,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68370,1233,MRP,0,0,Non-lethal,1233,1249,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68450,459,ESN,0.032679739,0,Lethal,459,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68480,762,MRP,0.007874016,0,Non-lethal,762,628,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68530,2628,MRP,0.001902588,0,Non-lethal,1494,359,0,0,0,0,0,0,0,0,0,0,0,0
